DateID,spx,dji,ixic,vix
20080708,0.000175406,0.000161501,0.000257714,23.14999962
20080709,0.000128669,0.000123458,0.000160058,25.22999954
20080710,0.000278679,0.000256506,0.000335309,25.59000015
20080711,0.000708896,0.000454939,0.000426388,27.48999977
20080714,0.000241639,0.000281353,0.000276146,28.47999954
20080715,0.000366882,0.000310571,0.000444318,28.54000092
20080716,0.000181224,0.000177724,0.000252539,25.10000038
20080717,0.000191673,0.000170385,0.000231339,25.01000023
20080718,8.85E-05,9.21E-05,0.000123471,24.04999924
20080721,5.34E-05,6.67E-05,6.77E-05,23.04999924
20080722,0.000109326,0.000126683,0.000115936,21.18000031
20080723,0.0001237,0.000120079,0.000221978,21.30999947
20080724,8.30E-05,7.06E-05,0.000130195,23.44000053
20080725,0.000102243,0.00011462,0.000135887,22.90999985
20080728,7.08E-05,8.14E-05,0.000113403,24.22999954
20080729,8.82E-05,8.57E-05,0.000113466,22.03000069
20080730,0.000148733,0.000159775,0.000153371,21.20999908
20080731,0.000116268,0.00016834,0.000154041,22.94000053
20080804,8.27E-05,9.69E-05,0.000114371,23.48999977
20080805,9.32E-05,0.000161413,0.000102739,21.13999939
20080806,5.44E-05,7.48E-05,9.91E-05,20.22999954
20080808,9.31E-05,0.000115477,0.00013204,20.65999985
20080811,7.01E-05,7.96E-05,0.000106314,20.12000084
20080812,7.98E-05,0.000102897,0.00011635,21.17000008
20080814,8.21E-05,0.000142791,9.19E-05,20.34000015
20080815,7.07E-05,0.000102213,9.69E-05,19.57999992
20080818,8.09E-05,9.38E-05,9.91E-05,20.97999954
20080819,6.91E-05,0.000116243,8.43E-05,21.28000069
20080820,0.000112282,0.000120666,0.000159178,20.42000008
20080821,8.55E-05,0.000136022,9.55E-05,19.81999969
20080822,6.72E-05,8.77E-05,5.79E-05,18.80999947
20080825,8.39E-05,0.000130919,7.17E-05,20.96999931
20080826,6.77E-05,9.05E-05,7.97E-05,20.48999977
20080827,6.51E-05,6.50E-05,8.03E-05,19.76000023
20080828,,,6.01E-05,19.43000031
20080829,5.17E-05,8.43E-05,6.92E-05,20.64999962
20080902,0.000140663,0.000279293,0.000133065,21.98999977
20080903,0.00013271,0.000157142,0.000181601,21.43000031
20080904,0.000139078,0.000204766,0.000131222,24.03000069
20080905,0.000158597,0.000200871,0.000179879,23.05999947
20080908,0.00057681,0.001022319,0.000299023,22.63999939
20080909,0.000219724,0.000196046,0.000216917,25.46999931
20080910,0.000196116,0.000180945,0.000181539,24.52000046
20080911,0.000355065,0.000401148,0.000213662,24.38999939
20080912,0.000226835,0.000263749,0.000219358,25.65999985
20080915,0.00084861,0.000691856,0.000309553,31.70000076
20080916,0.001039825,0.001136895,0.000570583,30.29999924
20080917,0.000961087,0.000850117,0.000489777,36.22000122
20080918,0.001573304,0.001175196,0.001565398,33.09999847
20080919,0.001093572,0.000842296,0.000454028,32.06999969
20080922,0.000284179,0.000237587,0.000199564,33.84999847
20080923,0.000444543,0.000409145,0.000350367,35.72000122
20080924,0.000264194,0.000289068,0.000229421,35.18999863
20080925,0.000277264,0.000279486,0.00017744,32.81999969
20080926,0.000379264,0.000327762,0.000224807,34.74000168
20080929,0.001862255,0.001801845,0.001163444,46.72000122
20080930,0.000525862,0.000568606,0.000286612,39.38999939
20081001,0.000446959,0.000446682,0.000311884,39.81000137
20081002,0.000442084,0.000338277,0.000284788,45.25999832
20081003,0.000976195,0.000843788,0.000899666,45.13999939
20081006,0.001770754,0.001934042,0.001383547,52.04999924
20081007,0.001167202,0.001169311,0.001008069,53.68000031
20081008,0.002361584,0.002544238,0.002463685,57.52999878
20081009,0.001915765,0.001729638,0.001552505,63.91999817
20081010,0.009312872,0.009125852,0.005008857,69.94999695
20081013,0.0012667,0.002234898,0.000583697,54.99000168
20081014,0.002459849,0.002885533,0.001705189,55.13000107
20081015,0.001520966,0.001266126,0.001027056,69.25
20081016,0.003078563,0.002866517,0.002838338,67.61000061
20081017,0.001862245,0.002110524,0.001216967,70.33000183
20081020,0.000781321,0.00090616,0.000690495,52.97000122
20081021,0.000786066,0.00085462,0.000638453,53.11000061
20081022,0.00142009,0.001614972,0.000764115,69.65000153
20081023,0.002871399,0.002809624,0.002061553,67.80000305
20081024,0.003154122,0.003351549,0.001622097,79.12999725
20081027,0.001651921,0.001484676,0.00111676,80.05999756
20081028,0.002095137,0.002133495,0.001114225,66.95999908
20081029,0.002416565,0.001979178,0.001734553,69.95999908
20081030,0.001260541,0.001458668,0.000705697,62.90000153
20081031,0.000794033,0.000867704,0.000645622,59.88999939
20081103,0.000270801,0.000263061,0.000216781,53.68000031
20081104,0.000465528,0.00057417,0.000315511,47.72999954
20081105,0.000642709,0.000619905,0.000424181,54.56000137
20081106,0.000748456,0.00084461,0.000625942,63.68000031
20081107,0.000742047,0.000761117,0.000542962,56.09999847
20081110,0.00064298,0.000884667,0.000424682,59.97999954
20081111,0.000974574,0.000883801,0.000541299,61.43999863
20081112,0.000678377,0.000889241,0.000428009,66.45999908
20081113,0.002310368,0.002109244,0.00198781,59.83000183
20081114,0.001831077,0.001746373,0.001511931,66.30999756
20081117,0.001296453,0.001301459,0.000822605,69.15000153
20081118,0.001337448,0.00125149,0.000884669,67.63999939
20081119,0.001137567,0.001133213,0.000768707,74.26000214
20081120,0.002821445,0.002892723,0.002016137,80.86000061
20081121,0.002772872,0.00314102,0.001897174,72.66999817
20081124,0.001456636,0.001587303,0.000886487,64.69999695
20081125,0.001231939,0.001190989,0.000724586,60.90000153
20081126,0.000620027,0.00074015,0.000526777,54.91999817
20081128,0.000144889,0.000141293,0.00011948,55.27999878
20081201,0.000994592,0.000968501,0.000485469,68.51000214
20081202,0.001528185,0.000836178,0.001021919,62.97999954
20081203,0.001409671,0.001348386,0.001097333,60.72000122
20081204,0.00104036,0.001029537,0.000903385,63.63999939
20081205,0.001543419,0.001219732,0.000899997,59.93000031
20081208,0.000701675,0.000841844,0.000451843,58.49000168
20081209,0.000678295,0.00076839,0.000714814,58.90999985
20081210,0.000503912,0.000575107,0.000414244,55.72999954
20081211,0.000512032,0.000485132,0.000417777,55.77999878
20081212,0.001046629,0.001396001,0.000708528,54.27999878
20081215,0.000449749,0.000393925,0.000388853,56.75999832
20081216,0.00057767,0.000480407,0.000400706,52.36999893
20081217,0.000513052,0.00047319,0.000375522,49.84000015
20081218,0.00040676,0.000363676,0.000334601,47.34000015
20081219,0.0003731,0.000366277,0.000248785,44.93000031
20081222,0.000281236,0.00029251,0.000282233,44.56000137
20081223,0.000256073,0.000287337,0.000205091,45.02000046
20081224,3.73E-05,5.36E-05,3.25E-05,44.20999908
20081226,4.31E-05,6.57E-05,2.67E-05,43.38000107
20081229,0.000125035,0.000125353,0.000120652,43.90000153
20081230,0.000140671,0.000161093,0.000134218,41.63000107
